pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
487628,75000,dollar,,10,2015,92,,for_sale,commercial_estate,Tbilisi,Gldani-Nadzaladevi,Nadzaladevi,Ts.Dadiani st.,,4,,2,,1,old building
487626,38000,dollar,,10,2015,35,,for_sale,flat,Tbilisi,Didube-Chugureti,Didube,,Newly renovated,1,1,1,1,5,old building
487624,300000,dollar,,10,2015,,1500,for_sale,land,Batumi,,,,,,,,,,
487623,9000,dollar,,10,2015,,400,for_sale,land,Tbilisi,Vake-Saburtalo,Didi digomi,,,,,,,,
487620,35000,dollar,,10,2015,46,,for_sale,flat,Tbilisi,Gldani-Nadzaladevi,Nadzaladevi,,Old renovated,1,1,1,1,2,old building
487615,36000,dollar,,10,2015,60,200,for_sale,private_house,Tbilisi,Vake-Saburtalo,Didi digomi,,Under renovation,3,2,2,,,new building
487600,Contract price,,,10,2015,45,,for_sale,flat,Tbilisi,Gldani-Nadzaladevi,Gldani,,Eurostandard,15,2,2,,1,
402218,110400,dollar,,10,2015,92,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,A.Razmadze st.,Newly renovated,3,2,2,2,7,new building
402224,157200,dollar,,10,2015,131,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,A.Razmadze st.,White Frame,4,3,2,,7,new building
402242,138000,dollar,,10,2015,115,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,A.Razmadze st.,White Frame,4,3,2,,5,new building
402198,217200,dollar,,10,2015,181,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,A.Razmadze st.,White Frame,5,3,2,1,7,new building
402237,250800,dollar,,10,2015,209,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,A.Razmadze st.,White Frame,5,4,2,2,6,new building
402248,72000,dollar,,10,2015,60,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,A.Razmadze st.,White Frame,3,2,2,,4,new building
410052,340000,dollar,,10,2015,220,,for_sale,flat,Tbilisi,Old Tbilisi,Vera,Kostava turn I,Newly renovated,5,3,3,2,8,new building
410063,50000,dollar,,10,2015,47,,for_sale,flat,Tbilisi,Old Tbilisi,Sololaki,Lermontovi st.,Renovated,1,1,1,1,2,old building
410330,52000,dollar,,10,2015,36,,for_sale,flat,Tbilisi,Old Tbilisi,Sololaki,Khandtsteli st.,Newly renovated,2,1,1,,1,old building
411023,125000,dollar,,10,2015,110,,for_sale,flat,Tbilisi,Old Tbilisi,Vera,Barnovi st.,Newly renovated,3,2,2,2,2,old building
411043,250000,dollar,,10,2015,500,800,for_sale,private_house,Tbilisi,Isani-Samgori,Isani,Tsernaki st.,Newly renovated,11,5,3,3,,new building
416627,125000,dollar,,10,2015,130,,for_sale,flat,Tbilisi,Old Tbilisi,Vera,Shanidze st.,Newly renovated,4,2,1,1,3,old building
477106,2500,dollar,month,10,2015,280,115,for_rent,private_house,Tbilisi,Old Tbilisi,Vera,Tarkhnishvili st.,Newly renovated,8,8,4,1,,new building
487576,14000,dollar,,10,2015,55,,for_sale,flat,Poti,,,,,2,1,1,,1,
427905,1,dollar,,10,2015,450,950,for_sale,private_house,Tbilisi,Vake-Saburtalo,Digomi 7,,Newly renovated,7,4,5,2,,new building
427923,125000,dollar,,10,2015,130,,for_sale,flat,Tbilisi,Didube-Chugureti,Didube,Khosharauli st.,Newly renovated,4,3,1,3,7,new building
436749,168000,dollar,,10,2015,112,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,Arakishvili st.,Renovated,4,3,1,1,5,new building
487572,28000,dollar,,10,2015,150,,for_lease,flat,Batumi,,,,Newly renovated,5,3,1,,8,old building
436756,87500,dollar,,10,2015,76,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,I.Abashidze st.,Old renovated,2,1,1,,2,old building
436752,79000,dollar,,10,2015,85,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,,Newly renovated,2,1,1,1,8,new building
487570,Contract price,,,10,2015,150,50,for_rent,private_house,Kutaisi,,,,Old renovated,4,2,1,1,,old building
484920,6500,dollar,month,10,2015,630,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,Nutsubidze st.,Under renovation,,,2,1,5,new building
487563,850000,dollar,,10,2015,1000,500,for_sale,commercial_estate,Mtskheta,,,,Newly renovated,,,,3,,new building
487561,450,dollar,month,10,2015,65,,for_rent,flat,Batumi,,,,Newly renovated,3,2,1,,5,old building
487559,50000,dollar,,10,2015,100,,for_sale,flat,Tbilisi,Isani-Samgori,Isani,Atskuri st.,Renovated,3,2,1,,1,old building
450971,9000,dollar,,10,2015,14,,for_lease,flat,Tbilisi,Gldani-Nadzaladevi,,,,1,1,2,,7,
487552,350,dollar,month,10,2015,66,,for_rent,flat,Batumi,,,,Newly renovated,3,2,1,,12,new building
374020,450,dollar,month,10,2015,110,,for_rent,flat,Tbilisi,Old Tbilisi,Sololaki,,Newly renovated,2,1,1,,4,new building
428043,7000,dollar,month,10,2015,208,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,Newly renovated,4,,2,1,1,new building
487541,103000,dollar,,10,2015,120,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,Newly renovated,3,2,2,1,2,old building
431750,30,dollar,day,10,2015,60,,for_rent,flat,Tbilisi,Old Tbilisi,Avlabari,Pagava st.,Newly renovated,2,1,1,2,2,new building
465370,650,dollar,month,10,2015,60,,for_rent,flat,Tbilisi,Old Tbilisi,Avlabari,Pagava st.,,2,1,1,2,2,
487539,69000,dollar,,10,2015,82,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,White Frame,3,2,1,1,4,new building
487538,190,dollar,month,10,2015,35,,for_rent,flat,Tbilisi,Old Tbilisi,Vera,Belinski st.,Old renovated,1,1,1,,1,old building
487533,68000,dollar,,10,2015,104,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,White Frame,3,2,2,1,5,new building
487532,23000,dollar,,10,2015,70,,for_sale,flat,Kutaisi,,,,Eurostandard,2,2,2,1,6,old building
487528,16000,dollar,,10,2015,25,,for_sale,flat,Tbilisi,Gldani-Nadzaladevi,Nadzaladevi,,Old renovated,1,1,1,,1,old building
487526,16500,dollar,,10,2015,55,600,for_sale,summer_house,Tbilisi,Gldani-Nadzaladevi,Mukhiani,,Black Frame,3,2,1,,,
255445,50,dollar,day,10,2015,40,,for_rent,flat,Tbilisi,Old Tbilisi,Sololaki,Leselidze st.,Renovated,15,1,1,1,3,
280808,45,dollar,day,10,2015,35,,for_rent,flat,Tbilisi,Old Tbilisi,Sololaki,Leselidze st.,Newly renovated,1,1,1,1,2,old building
487522,250,dollar,month,10,2015,27,,for_rent,flat,,,,,,1,1,1,,7,
307853,Contract price,,,10,2015,,15000,for_sale,land,Lagodekhi,,,,,,,,,,
313475,180000,dollar,,10,2015,350,700,for_sale,private_house,Batumi,,,,Renovated,7,3,4,3,,
487521,20000,dollar,,10,2015,80,,for_sale,flat,Kutaisi,,,,Renovated,2,1,3,1,2,
307842,Contract price,,,10,2015,200,15000,for_sale,private_house,Lagodekhi,,,,Old renovated,4,3,1,2,,old building
273585,180000,dollar,,10,2015,240,218,for_sale,private_house,Tbilisi,Didube-Chugureti,Kukia,,Newly renovated,5,2,2,1,,old building
487519,81400,dollar,,10,2015,103,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,White Frame,3,1,2,1,14,new building
487515,103000,dollar,,10,2015,114,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,Newly renovated,3,2,1,1,8,new building
487513,38550,dollar,,10,2015,51,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,White Frame,2,1,1,1,5,new building
487508,56000,dollar,,10,2015,55,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,Newly renovated,2,1,1,1,3,new building
487507,90000,dollar,,10,2015,120,,for_sale,flat,Tbilisi,Vake-Saburtalo,Didi digomi,Giorgi Brtskinvale st.,Newly renovated,4,3,2,2,5,old building
